State,YEAR,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
South Carolina,2014,"Combined Heat and Power, Commercial Power",Natural Gas,10472.369999999999
South Carolina,2014,"Combined Heat and Power, Commercial Power",Petroleum,163.83
South Carolina,2014,"Combined Heat and Power, Electric Power",Natural Gas,763971.32
South Carolina,2014,"Combined Heat and Power, Electric Power",Other,6913.18
South Carolina,2014,"Combined Heat and Power, Electric Power",Petroleum,6017.77
South Carolina,2014,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,80927.58
South Carolina,2014,"Combined Heat and Power, Industrial Power",Coal,177786.75
South Carolina,2014,"Combined Heat and Power, Industrial Power",Natural Gas,37505.65
South Carolina,2014,"Combined Heat and Power, Industrial Power",Other,41488.0
South Carolina,2014,"Combined Heat and Power, Industrial Power",Other Biomass,65000.37
South Carolina,2014,"Combined Heat and Power, Industrial Power",Petroleum,9957.9
South Carolina,2014,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1596362.14
South Carolina,2014,"Electric Generators, Electric Utilities",Coal,28747517.76
South Carolina,2014,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2716411.41
South Carolina,2014,"Electric Generators, Electric Utilities",Natural Gas,10102564.82
South Carolina,2014,"Electric Generators, Electric Utilities",Nuclear,52418553.0
South Carolina,2014,"Electric Generators, Electric Utilities",Other Biomass,125736.76000000001
South Carolina,2014,"Electric Generators, Electric Utilities",Petroleum,230644.59
South Carolina,2014,"Electric Generators, Electric Utilities",Pumped Storage,-884495.0
South Carolina,2014,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,339927.08999999997
South Carolina,2014,"Electric Generators, Independent Power Producers",Coal,0.0
South Carolina,2014,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,86407.97
South Carolina,2014,"Electric Generators, Independent Power Producers",Natural Gas,374745.89999999997
South Carolina,2014,"Electric Generators, Independent Power Producers",Other Biomass,17336.28
South Carolina,2014,"Electric Generators, Independent Power Producers",Petroleum,14059.099999999999
South Carolina,2014,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,5969.139999999999
South Carolina,2014,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0.0
South Carolina,2014,Total Electric Power Industry,Coal,28925304.5
South Carolina,2014,Total Electric Power Industry,Hydroelectric Conventional,2806195.18
South Carolina,2014,Total Electric Power Industry,Natural Gas,11289260.03
South Carolina,2014,Total Electric Power Industry,Nuclear,52418553.0
South Carolina,2014,Total Electric Power Industry,Other,48401.21
South Carolina,2014,Total Electric Power Industry,Other Biomass,208073.38
South Carolina,2014,Total Electric Power Industry,Petroleum,260843.14
South Carolina,2014,Total Electric Power Industry,Pumped Storage,-884495.0
South Carolina,2014,Total Electric Power Industry,Solar Thermal and Photovoltaic,5969.139999999999
South Carolina,2014,Total Electric Power Industry,Wood and Wood Derived Fuels,2017216.79
South Carolina,2015,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,2353.0
South Carolina,2015,"Combined Heat and Power, Commercial Power",Natural Gas,1575.0
South Carolina,2015,"Combined Heat and Power, Commercial Power",Petroleum,132.0
South Carolina,2015,"Combined Heat and Power, Electric Power",Natural Gas,1251591.0
South Carolina,2015,"Combined Heat and Power, Electric Power",Other,4401.0
South Carolina,2015,"Combined Heat and Power, Electric Power",Petroleum,10070.0
South Carolina,2015,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,71636.0
South Carolina,2015,"Combined Heat and Power, Industrial Power",Coal,143389.0
South Carolina,2015,"Combined Heat and Power, Industrial Power",Natural Gas,37807.0
South Carolina,2015,"Combined Heat and Power, Industrial Power",Other,44236.0
South Carolina,2015,"Combined Heat and Power, Industrial Power",Other Biomass,48765.0
South Carolina,2015,"Combined Heat and Power, Industrial Power",Petroleum,14731.0
South Carolina,2015,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1397378.0
South Carolina,2015,"Electric Generators, Electric Utilities",Coal,22487784.0
South Carolina,2015,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2496713.0
South Carolina,2015,"Electric Generators, Electric Utilities",Natural Gas,14570678.0
South Carolina,2015,"Electric Generators, Electric Utilities",Nuclear,53156320.0
South Carolina,2015,"Electric Generators, Electric Utilities",Other Biomass,122145.0
South Carolina,2015,"Electric Generators, Electric Utilities",Petroleum,167242.0
South Carolina,2015,"Electric Generators, Electric Utilities",Pumped Storage,-904379.0
South Carolina,2015,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,315350.0
South Carolina,2015,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,65294.0
South Carolina,2015,"Electric Generators, Independent Power Producers",Natural Gas,687654.0
South Carolina,2015,"Electric Generators, Independent Power Producers",Other Biomass,15480.0
South Carolina,2015,"Electric Generators, Independent Power Producers",Petroleum,1017.0
South Carolina,2015,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,4221.0
South Carolina,2015,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,318630.0
South Carolina,2015,Total Electric Power Industry,Coal,22631173.0
South Carolina,2015,Total Electric Power Industry,Hydroelectric Conventional,2564361.0
South Carolina,2015,Total Electric Power Industry,Natural Gas,16549306.0
South Carolina,2015,Total Electric Power Industry,Nuclear,53156320.0
South Carolina,2015,Total Electric Power Industry,Other,48639.0
South Carolina,2015,Total Electric Power Industry,Other Biomass,186386.0
South Carolina,2015,Total Electric Power Industry,Petroleum,193194.0
South Carolina,2015,Total Electric Power Industry,Pumped Storage,-904379.0
South Carolina,2015,Total Electric Power Industry,Solar Thermal and Photovoltaic,4221.0
South Carolina,2015,Total Electric Power Industry,Wood and Wood Derived Fuels,2102993.0
South Carolina,2016,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1798.0
South Carolina,2016,"Combined Heat and Power, Commercial Power",Natural Gas,541.0
South Carolina,2016,"Combined Heat and Power, Commercial Power",Petroleum,154.0
South Carolina,2016,"Combined Heat and Power, Electric Power",Natural Gas,1893361.0
South Carolina,2016,"Combined Heat and Power, Electric Power",Other,4585.0
South Carolina,2016,"Combined Heat and Power, Electric Power",Petroleum,1300.0
South Carolina,2016,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,73353.0
South Carolina,2016,"Combined Heat and Power, Industrial Power",Coal,102718.0
South Carolina,2016,"Combined Heat and Power, Industrial Power",Natural Gas,62443.0
South Carolina,2016,"Combined Heat and Power, Industrial Power",Other,40837.0
South Carolina,2016,"Combined Heat and Power, Industrial Power",Other Biomass,50092.0
South Carolina,2016,"Combined Heat and Power, Industrial Power",Petroleum,16823.0
South Carolina,2016,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1497142.0
South Carolina,2016,"Electric Generators, Electric Utilities",Coal,20900194.0
South Carolina,2016,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2172312.0
South Carolina,2016,"Electric Generators, Electric Utilities",Natural Gas,13154236.0
South Carolina,2016,"Electric Generators, Electric Utilities",Nuclear,55825916.0
South Carolina,2016,"Electric Generators, Electric Utilities",Other Biomass,115302.0
South Carolina,2016,"Electric Generators, Electric Utilities",Petroleum,94882.0
South Carolina,2016,"Electric Generators, Electric Utilities",Pumped Storage,-976600.0
South Carolina,2016,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,304739.0
South Carolina,2016,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,51962.0
South Carolina,2016,"Electric Generators, Independent Power Producers",Natural Gas,1256279.0
South Carolina,2016,"Electric Generators, Independent Power Producers",Other Biomass,14366.0
South Carolina,2016,"Electric Generators, Independent Power Producers",Petroleum,703.0
South Carolina,2016,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,4970.0
South Carolina,2016,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,321360.0
South Carolina,2016,Total Electric Power Industry,Coal,21002915.0
South Carolina,2016,Total Electric Power Industry,Hydroelectric Conventional,2226074.0
South Carolina,2016,Total Electric Power Industry,Natural Gas,16366855.0
South Carolina,2016,Total Electric Power Industry,Nuclear,55825916.0
South Carolina,2016,Total Electric Power Industry,Other,45420.0
South Carolina,2016,Total Electric Power Industry,Other Biomass,179762.0
South Carolina,2016,Total Electric Power Industry,Petroleum,113863.0
South Carolina,2016,Total Electric Power Industry,Pumped Storage,-976600.0
South Carolina,2016,Total Electric Power Industry,Solar Thermal and Photovoltaic,4970.0
South Carolina,2016,Total Electric Power Industry,Wood and Wood Derived Fuels,2196592.0
South Carolina,2017,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1335.0
South Carolina,2017,"Combined Heat and Power, Commercial Power",Natural Gas,231.0
South Carolina,2017,"Combined Heat and Power, Commercial Power",Petroleum,86.0
South Carolina,2017,"Combined Heat and Power, Electric Power",Natural Gas,2283857.0
South Carolina,2017,"Combined Heat and Power, Electric Power",Other,6250.0
South Carolina,2017,"Combined Heat and Power, Electric Power",Petroleum,820.0
South Carolina,2017,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,88163.0
South Carolina,2017,"Combined Heat and Power, Industrial Power",Coal,24968.0
South Carolina,2017,"Combined Heat and Power, Industrial Power",Natural Gas,123566.0
South Carolina,2017,"Combined Heat and Power, Industrial Power",Other,34963.0
South Carolina,2017,"Combined Heat and Power, Industrial Power",Other Biomass,57064.0
South Carolina,2017,"Combined Heat and Power, Industrial Power",Petroleum,7782.0
South Carolina,2017,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1523265.0
South Carolina,2017,"Electric Generators, Electric Utilities",Coal,18126775.0
South Carolina,2017,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1787574.0
South Carolina,2017,"Electric Generators, Electric Utilities",Natural Gas,14346537.0
South Carolina,2017,"Electric Generators, Electric Utilities",Nuclear,54344554.0
South Carolina,2017,"Electric Generators, Electric Utilities",Other Biomass,100399.0
South Carolina,2017,"Electric Generators, Electric Utilities",Petroleum,88466.0
South Carolina,2017,"Electric Generators, Electric Utilities",Pumped Storage,-1024829.0
South Carolina,2017,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,309807.0
South Carolina,2017,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,46129.0
South Carolina,2017,"Electric Generators, Independent Power Producers",Natural Gas,402149.0
South Carolina,2017,"Electric Generators, Independent Power Producers",Other Biomass,13988.0
South Carolina,2017,"Electric Generators, Independent Power Producers",Petroleum,498.0
South Carolina,2017,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,79523.0
South Carolina,2017,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,307023.0
South Carolina,2017,Total Electric Power Industry,Coal,18151746.0
South Carolina,2017,Total Electric Power Industry,Hydroelectric Conventional,1835040.0
South Carolina,2017,Total Electric Power Industry,Natural Gas,17156340.0
South Carolina,2017,Total Electric Power Industry,Nuclear,54344554.0
South Carolina,2017,Total Electric Power Industry,Other,41213.0
South Carolina,2017,Total Electric Power Industry,Other Biomass,171448.0
South Carolina,2017,Total Electric Power Industry,Petroleum,97652.0
South Carolina,2017,Total Electric Power Industry,Pumped Storage,-1024829.0
South Carolina,2017,Total Electric Power Industry,Solar Thermal and Photovoltaic,79523.0
South Carolina,2017,Total Electric Power Industry,Wood and Wood Derived Fuels,2228257.0
South Carolina,2018,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,2397.0
South Carolina,2018,"Combined Heat and Power, Commercial Power",Natural Gas,129.0
South Carolina,2018,"Combined Heat and Power, Commercial Power",Petroleum,76.0
South Carolina,2018,"Combined Heat and Power, Electric Power",Natural Gas,523894.0
South Carolina,2018,"Combined Heat and Power, Electric Power",Other,7340.0
South Carolina,2018,"Combined Heat and Power, Electric Power",Petroleum,899.0
South Carolina,2018,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,84507.0
South Carolina,2018,"Combined Heat and Power, Industrial Power",Coal,16054.0
South Carolina,2018,"Combined Heat and Power, Industrial Power",Natural Gas,128456.0
South Carolina,2018,"Combined Heat and Power, Industrial Power",Other,34310.0
South Carolina,2018,"Combined Heat and Power, Industrial Power",Other Biomass,50423.0
South Carolina,2018,"Combined Heat and Power, Industrial Power",Petroleum,11424.0
South Carolina,2018,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1461202.0
South Carolina,2018,"Electric Generators, Electric Utilities",Coal,19481432.0
South Carolina,2018,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2931190.0
