State,YEAR,TYPE OF PRODUCER,GENERATION (Megawatthours)
Vermont,2013,"Electric Generators, Electric Utilities",872238.0
Vermont,2013,"Electric Generators, Independent Power Producers",5984293.029999999
Vermont,2013,Total Electric Power Industry,6884910.01
Vermont,2014,"Combined Heat and Power, Commercial Power",4745.53
Vermont,2014,"Electric Generators, Electric Utilities",860894.63
Vermont,2014,"Electric Generators, Independent Power Producers",6130970.61
Vermont,2014,Total Electric Power Industry,6996610.7700000005
Vermont,2015,"Combined Heat and Power, Commercial Power",2960.0
Vermont,2015,"Electric Generators, Electric Utilities",897963.0
Vermont,2015,"Electric Generators, Independent Power Producers",1081126.0
Vermont,2015,Total Electric Power Industry,1982048.0
Vermont,2016,"Combined Heat and Power, Commercial Power",3490.0
Vermont,2016,"Electric Generators, Electric Utilities",865083.0
Vermont,2016,"Electric Generators, Independent Power Producers",1042637.0
Vermont,2016,Total Electric Power Industry,1911207.0
Vermont,2017,"Combined Heat and Power, Commercial Power",3124.0
Vermont,2017,"Electric Generators, Electric Utilities",928594.0
Vermont,2017,"Electric Generators, Independent Power Producers",1209670.0
Vermont,2017,Total Electric Power Industry,2141388.0
Vermont,2018,"Combined Heat and Power, Commercial Power",3444.0
Vermont,2018,"Electric Generators, Electric Utilities",855517.0
Vermont,2018,"Electric Generators, Independent Power Producers",1319952.0
Vermont,2018,Total Electric Power Industry,2178916.0
Vermont,2019,"Combined Heat and Power, Commercial Power",3394.0
Vermont,2019,"Electric Generators, Electric Utilities",969962.0
Vermont,2019,"Electric Generators, Independent Power Producers",1316440.0
Vermont,2019,Total Electric Power Industry,2289798.0
Vermont,2020,"Combined Heat and Power, Commercial Power",2756.0
Vermont,2020,"Electric Generators, Electric Utilities",899954.0
Vermont,2020,"Electric Generators, Independent Power Producers",1253698.0
Vermont,2020,Total Electric Power Industry,2156407.0
Vermont,2021,"Combined Heat and Power, Commercial Power",3141.0
Vermont,2021,"Electric Generators, Electric Utilities",915002.0
Vermont,2021,"Electric Generators, Independent Power Producers",1229589.0
Vermont,2021,Total Electric Power Industry,2147736.0
Vermont,2022,"Combined Heat and Power, Commercial Power",1464.0
Vermont,2022,"Electric Generators, Electric Utilities",408332.0
Vermont,2022,"Electric Generators, Independent Power Producers",542377.0
Vermont,2022,Total Electric Power Industry,952172.0
Virginia,2001,"Combined Heat and Power, Commercial Power",514905.0
Virginia,2001,"Combined Heat and Power, Electric Power",4593146.0
Virginia,2001,"Combined Heat and Power, Industrial Power",2164303.0
Virginia,2001,"Electric Generators, Electric Utilities",62135490.0
Virginia,2001,"Electric Generators, Independent Power Producers",4696904.0
Virginia,2001,Total Electric Power Industry,74104748.0
Virginia,2002,"Combined Heat and Power, Commercial Power",456194.0
Virginia,2002,"Combined Heat and Power, Electric Power",4074283.0
Virginia,2002,"Combined Heat and Power, Industrial Power",2766928.0
Virginia,2002,"Electric Generators, Electric Utilities",62880124.0
Virginia,2002,"Electric Generators, Independent Power Producers",4828131.0
Virginia,2002,Total Electric Power Industry,75005652.0
Virginia,2003,"Combined Heat and Power, Commercial Power",332444.0
Virginia,2003,"Combined Heat and Power, Electric Power",4367778.0
Virginia,2003,"Combined Heat and Power, Industrial Power",2744845.0
Virginia,2003,"Electric Generators, Electric Utilities",61806349.0
Virginia,2003,"Electric Generators, Independent Power Producers",6058006.0
Virginia,2003,Total Electric Power Industry,75309420.0
Virginia,2004,"Combined Heat and Power, Commercial Power",360765.0
Virginia,2004,"Combined Heat and Power, Electric Power",4508634.0
Virginia,2004,"Combined Heat and Power, Industrial Power",2663725.0
Virginia,2004,"Electric Generators, Electric Utilities",65103654.0
Virginia,2004,"Electric Generators, Independent Power Producers",6263258.0
Virginia,2004,Total Electric Power Industry,78900041.0
Virginia,2005,"Combined Heat and Power, Commercial Power",389314.0
Virginia,2005,"Combined Heat and Power, Electric Power",5251187.0
Virginia,2005,"Combined Heat and Power, Industrial Power",2567910.0
Virginia,2005,"Electric Generators, Electric Utilities",65456080.0
Virginia,2005,"Electric Generators, Independent Power Producers",5278553.0
Virginia,2005,Total Electric Power Industry,78943045.0
Virginia,2006,"Combined Heat and Power, Commercial Power",346885.0
Virginia,2006,"Combined Heat and Power, Electric Power",4409043.0
Virginia,2006,"Combined Heat and Power, Industrial Power",2501709.0
Virginia,2006,"Electric Generators, Electric Utilities",61176352.0
Virginia,2006,"Electric Generators, Independent Power Producers",4635550.0
Virginia,2006,Total Electric Power Industry,73069536.0
Virginia,2007,"Combined Heat and Power, Commercial Power",398375.0
Virginia,2007,"Combined Heat and Power, Electric Power",4638270.0
Virginia,2007,"Combined Heat and Power, Industrial Power",2469205.0
Virginia,2007,"Electric Generators, Electric Utilities",64316732.0
Virginia,2007,"Electric Generators, Independent Power Producers",6537923.0
Virginia,2007,Total Electric Power Industry,78360507.0
Virginia,2008,"Combined Heat and Power, Commercial Power",386340.0
Virginia,2008,"Combined Heat and Power, Electric Power",5020047.0
Virginia,2008,"Combined Heat and Power, Industrial Power",2522069.0
Virginia,2008,"Electric Generators, Electric Utilities",59780400.0
Virginia,2008,"Electric Generators, Independent Power Producers",4969676.0
Virginia,2008,Total Electric Power Industry,72678531.0
Virginia,2009,"Combined Heat and Power, Commercial Power",333718.0
Virginia,2009,"Combined Heat and Power, Electric Power",2607854.0
Virginia,2009,"Combined Heat and Power, Industrial Power",2287814.0
Virginia,2009,"Electric Generators, Electric Utilities",59225369.0
Virginia,2009,"Electric Generators, Independent Power Producers",5627311.0
Virginia,2009,Total Electric Power Industry,70082067.0
Virginia,2010,"Combined Heat and Power, Commercial Power",361778.0
Virginia,2010,"Combined Heat and Power, Electric Power",2544588.0
Virginia,2010,"Combined Heat and Power, Industrial Power",1854890.0
Virginia,2010,"Electric Generators, Electric Utilities",58902054.0
Virginia,2010,"Electric Generators, Independent Power Producers",9303145.0
Virginia,2010,Total Electric Power Industry,72966456.0
Virginia,2011,"Combined Heat and Power, Commercial Power",386829.63
Virginia,2011,"Combined Heat and Power, Electric Power",1999340.0
Virginia,2011,"Combined Heat and Power, Industrial Power",1805233.33
Virginia,2011,"Electric Generators, Electric Utilities",53316909.910000004
Virginia,2011,"Electric Generators, Independent Power Producers",9150792.24
Virginia,2011,Total Electric Power Industry,66659105.07
Virginia,2012,"Combined Heat and Power, Commercial Power",253177.69
Virginia,2012,"Combined Heat and Power, Electric Power",1484439.0
Virginia,2012,"Combined Heat and Power, Industrial Power",1988565.24
Virginia,2012,"Electric Generators, Electric Utilities",56188401.0
Virginia,2012,"Electric Generators, Independent Power Producers",10824652.0
Virginia,2012,Total Electric Power Industry,70739234.94
Virginia,2013,"Combined Heat and Power, Commercial Power",450716.53
Virginia,2013,"Combined Heat and Power, Electric Power",1080585.0
Virginia,2013,"Combined Heat and Power, Industrial Power",2052518.45
Virginia,2013,"Electric Generators, Electric Utilities",63724859.57
Virginia,2013,"Electric Generators, Independent Power Producers",9587885.53
Virginia,2013,Total Electric Power Industry,76896565.06
Virginia,2014,"Combined Heat and Power, Commercial Power",451997.85
Virginia,2014,"Combined Heat and Power, Electric Power",1386060.85
Virginia,2014,"Combined Heat and Power, Industrial Power",2232076.71
Virginia,2014,"Electric Generators, Electric Utilities",63286578.88
Virginia,2014,"Electric Generators, Independent Power Producers",9966248.46
Virginia,2014,Total Electric Power Industry,77322962.76
Virginia,2015,"Combined Heat and Power, Commercial Power",463145.0
Virginia,2015,"Combined Heat and Power, Electric Power",1765112.0
Virginia,2015,"Combined Heat and Power, Industrial Power",2458937.0
Virginia,2015,"Electric Generators, Electric Utilities",67573072.0
Virginia,2015,"Electric Generators, Independent Power Producers",12151328.0
Virginia,2015,Total Electric Power Industry,84411594.0
Virginia,2016,"Combined Heat and Power, Commercial Power",448654.0
Virginia,2016,"Combined Heat and Power, Electric Power",1373406.0
Virginia,2016,"Combined Heat and Power, Industrial Power",2456466.0
Virginia,2016,"Electric Generators, Electric Utilities",76224379.0
Virginia,2016,"Electric Generators, Independent Power Producers",12051969.0
Virginia,2016,Total Electric Power Industry,92554876.0
Virginia,2017,"Combined Heat and Power, Commercial Power",439457.0
Virginia,2017,"Combined Heat and Power, Electric Power",1223999.0
Virginia,2017,"Combined Heat and Power, Industrial Power",2406717.0
Virginia,2017,"Electric Generators, Electric Utilities",70951166.0
Virginia,2017,"Electric Generators, Independent Power Producers",15395809.0
Virginia,2017,Total Electric Power Industry,90417148.0
Virginia,2018,"Combined Heat and Power, Commercial Power",381652.0
Virginia,2018,"Combined Heat and Power, Electric Power",1517249.0
Virginia,2018,"Combined Heat and Power, Industrial Power",2484416.0
Virginia,2018,"Electric Generators, Electric Utilities",72378587.0
Virginia,2018,"Electric Generators, Independent Power Producers",18747218.0
Virginia,2018,Total Electric Power Industry,95509122.0
Virginia,2019,"Combined Heat and Power, Commercial Power",367972.0
Virginia,2019,"Combined Heat and Power, Electric Power",1528805.0
Virginia,2019,"Combined Heat and Power, Industrial Power",2403696.0
Virginia,2019,"Electric Generators, Electric Utilities",74385814.0
Virginia,2019,"Electric Generators, Independent Power Producers",18141353.0
Virginia,2019,Total Electric Power Industry,96827639.0
Virginia,2020,"Combined Heat and Power, Commercial Power",363880.0
Virginia,2020,"Combined Heat and Power, Electric Power",1967251.0
Virginia,2020,"Combined Heat and Power, Industrial Power",2342860.0
Virginia,2020,"Electric Generators, Electric Utilities",80244048.0
Virginia,2020,"Electric Generators, Independent Power Producers",18138144.0
Virginia,2020,Total Electric Power Industry,103056183.0
Virginia,2021,"Combined Heat and Power, Commercial Power",331937.0
Virginia,2021,"Combined Heat and Power, Electric Power",1012106.0
Virginia,2021,"Combined Heat and Power, Industrial Power",2333896.0
Virginia,2021,"Electric Generators, Electric Utilities",73103689.0
Virginia,2021,"Electric Generators, Independent Power Producers",17527389.0
Virginia,2021,Total Electric Power Industry,94309018.0
Virginia,2022,"Combined Heat and Power, Commercial Power",127708.0
Virginia,2022,"Combined Heat and Power, Electric Power",193545.0
Virginia,2022,"Combined Heat and Power, Industrial Power",896074.0
Virginia,2022,"Electric Generators, Electric Utilities",27759041.0
Virginia,2022,"Electric Generators, Independent Power Producers",5995797.0
Virginia,2022,Total Electric Power Industry,34972164.0
Washington,2001,"Combined Heat and Power, Commercial Power",137980.0
Washington,2001,"Combined Heat and Power, Electric Power",4427127.0
Washington,2001,"Combined Heat and Power, Industrial Power",1346770.0
Washington,2001,"Electric Generators, Electric Utilities",67683217.0
Washington,2001,"Electric Generators, Independent Power Producers",9453576.0
Washington,2001,Total Electric Power Industry,83048670.0
Washington,2002,"Combined Heat and Power, Commercial Power",32933.0
Washington,2002,"Combined Heat and Power, Electric Power",3268354.0
Washington,2002,"Combined Heat and Power, Industrial Power",1078049.0
Washington,2002,"Electric Generators, Electric Utilities",88568482.0
Washington,2002,"Electric Generators, Independent Power Producers",9817232.0
Washington,2002,Total Electric Power Industry,102765048.0
Washington,2003,"Combined Heat and Power, Commercial Power",77408.0
Washington,2003,"Combined Heat and Power, Electric Power",3350437.0
Washington,2003,"Combined Heat and Power, Industrial Power",920370.0
Washington,2003,"Electric Generators, Electric Utilities",82205391.0
Washington,2003,"Electric Generators, Independent Power Producers",13541083.0
Washington,2003,Total Electric Power Industry,100094691.0
Washington,2004,"Combined Heat and Power, Commercial Power",94994.0
Washington,2004,"Combined Heat and Power, Electric Power",2582512.0
Washington,2004,"Combined Heat and Power, Industrial Power",932178.0
Washington,2004,"Electric Generators, Electric Utilities",83500909.0
Washington,2004,"Electric Generators, Independent Power Producers",15054456.0
Washington,2004,Total Electric Power Industry,102165052.0
Washington,2005,"Combined Heat and Power, Commercial Power",72733.0
Washington,2005,"Combined Heat and Power, Electric Power",2516564.0
Washington,2005,"Combined Heat and Power, Industrial Power",936861.0
Washington,2005,"Electric Generators, Electric Utilities",83152930.0
Washington,2005,"Electric Generators, Independent Power Producers",15286760.0
Washington,2005,Total Electric Power Industry,101965849.0
Washington,2006,"Combined Heat and Power, Commercial Power",78031.0
Washington,2006,"Combined Heat and Power, Electric Power",2385143.0
Washington,2006,"Combined Heat and Power, Industrial Power",786013.0
Washington,2006,"Electric Generators, Electric Utilities",94067080.0
Washington,2006,"Electric Generators, Independent Power Producers",10886888.0
Washington,2006,Total Electric Power Industry,108203154.0
Washington,2007,"Combined Heat and Power, Commercial Power",52256.0
Washington,2007,"Combined Heat and Power, Electric Power",1947956.0
Washington,2007,"Combined Heat and Power, Industrial Power",661435.0
Washington,2007,"Electric Generators, Electric Utilities",90531199.0
Washington,2007,"Electric Generators, Independent Power Producers",13797368.0
Washington,2007,Total Electric Power Industry,106990216.0
Washington,2008,"Combined Heat and Power, Commercial Power",62959.0
Washington,2008,"Combined Heat and Power, Electric Power",1859588.0
